cidade_origem,latitude_origem,longitude_origem,hospital,cidade_hospital,latitude_hospital,longitude_hospital,telefone,endereco,distancia_km,soro,animal
Floresta,-8.603066,-38.568675,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,74.159,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Frei Miguelinho,-7.939179,-35.911283,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,34.536,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Gameleira,-8.579803,-35.384573,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,74.703,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Garanhuns,-8.882434,-36.496567,Hospital e Policlínica Rui de Barros Correia,Arcoverde,-8.422456053716937,-37.05492984556602,(87) 3821-8296,Avenida Agamenon Magalhães s/n - São Miguel,79.779,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Glória do Goitá,-8.005675,-35.29044,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,43.566,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Goiana,-7.560603,-34.99591,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,55.553,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Granito,-7.707105,-39.615034,Hospital Regional Fernando Bezerra,Ouricuri,-7.88296157295859,-40.08426143368934,(87) 3874-4844,Rua Teobaldo Gomes Torres 8 - Centro,55.288,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Gravatá,-8.211184,-35.567458,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,44.928,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Iati,-9.045586,-36.849763,Hospital e Policlínica Rui de Barros Correia,Arcoverde,-8.422456053716937,-37.05492984556602,(87) 3821-8296,Avenida Agamenon Magalhães s/n - São Miguel,72.522,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Ibimirim,-8.54026,-37.703214,Hospital e Policlínica Rui de Barros Correia,Arcoverde,-8.422456053716937,-37.05492984556602,(87) 3821-8296,Avenida Agamenon Magalhães s/n - São Miguel,72.562,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Ibirajuba,-8.576331,-36.181151,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,43.162,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Igarassu,-7.82881,-34.901306,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,24.837,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Iguaraci,-7.832221,-37.508199,Hospital e Policlínica Rui de Barros Correia,Arcoverde,-8.422456053716937,-37.05492984556602,(87) 3821-8296,Avenida Agamenon Magalhães s/n - São Miguel,82.199,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Ilha de Itamaracá,-7.747664,-34.830319,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,34.626,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Inajá,-8.902058,-37.835124,Hospital e Policlínica Rui de Barros Correia,Arcoverde,-8.422456053716937,-37.05492984556602,(87) 3821-8296,Avenida Agamenon Magalhães s/n - São Miguel,100.929,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Ingazeira,-7.669089,-37.457575,Hospital e Policlínica Rui de Barros Correia,Arcoverde,-8.422456053716937,-37.05492984556602,(87) 3821-8296,Avenida Agamenon Magalhães s/n - São Miguel,94.404,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Ipojuca,-8.393034,-35.060864,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,41.626,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Ipubi,-7.645048,-40.147571,Hospital Regional Fernando Bezerra,Ouricuri,-7.88296157295859,-40.08426143368934,(87) 3874-4844,Rua Teobaldo Gomes Torres 8 - Centro,27.223,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Itacuruba,-8.822306,-38.697504,Hospital Regional Inácio de Sá,Salgueiro,-8.058328948519646,-39.11302058865943,(87) 3276-1190,Rua Antonio de Alencar Sampaio 346 - Planalto,96.089,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Itambé,-7.414027,-35.096266,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,74.007,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Itapetim,-7.371777,-37.186266,Hospital e Policlínica Rui de Barros Correia,Arcoverde,-8.422456053716937,-37.05492984556602,(87) 3821-8296,Avenida Agamenon Magalhães s/n - São Miguel,117.099,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Itapissuma,-7.767983,-34.897136,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,31.561,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Itaquitinga,-7.663729,-35.100231,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,48.513,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Itaíba,-8.945688,-37.417266,Hospital e Policlínica Rui de Barros Correia,Arcoverde,-8.422456053716937,-37.05492984556602,(87) 3821-8296,Avenida Agamenon Magalhães s/n - São Miguel,70.277,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Jaboatão dos Guararapes,-8.112982,-35.014959,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,14.466,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Jaqueira,-8.726183,-35.794232,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,56.754,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Jataúba,-7.976684,-36.494292,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,64.595,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Jatobá,-9.174761,-38.260651,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,131.239,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Joaquim Nabuco,-8.62281,-35.528814,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,64.387,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
João Alfredo,-7.865649,-35.578715,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,60.484,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Jucati,-8.701945,-36.487137,Hospital e Policlínica Rui de Barros Correia,Arcoverde,-8.422456053716937,-37.05492984556602,(87) 3821-8296,Avenida Agamenon Magalhães s/n - São Miguel,69.732,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Jupi,-8.709041,-36.412644,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,70.477,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Jurema,-8.707135,-36.134739,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,54.079,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Lagoa Grande,-8.994525,-40.276732,Hospital Universitário de Petrolina (HU-UNIVASF),Petrolina,-9.39235484268768,-40.495606654821415,(87) 2101-6501/6526,Avenida José de Sá Maniçoba s/n - Centro,50.147,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Lagoa do Carro,-7.843834,-35.310783,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,51.058,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Lagoa do Itaenga,-7.930053,-35.287387,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,45.027,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Lagoa do Ouro,-9.125668,-36.458373,Hospital e Policlínica Rui de Barros Correia,Arcoverde,-8.422456053716937,-37.05492984556602,(87) 3821-8296,Avenida Agamenon Magalhães s/n - São Miguel,101.77,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Lagoa dos Gatos,-8.660205,-35.903976,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,46.541,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Lajedo,-8.657914,-36.329336,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,60.139,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Limoeiro,-7.872599,-35.440154,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,63.014,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Macaparana,-7.555638,-35.44246,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,81.451,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Machados,-7.688274,-35.511376,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,78.763,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Manari,-8.964901,-37.631298,Hospital e Policlínica Rui de Barros Correia,Arcoverde,-8.422456053716937,-37.05492984556602,(87) 3821-8296,Avenida Agamenon Magalhães s/n - São Miguel,87.307,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Maraial,-8.790624,-35.82663,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,62.464,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Mirandiba,-8.121131,-38.738841,Hospital Regional Inácio de Sá,Salgueiro,-8.058328948519646,-39.11302058865943,(87) 3276-1190,Rua Antonio de Alencar Sampaio 346 - Planalto,41.822,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Moreilândia,-7.619314,-39.545999,Hospital Regional Fernando Bezerra,Ouricuri,-7.88296157295859,-40.08426143368934,(87) 3874-4844,Rua Teobaldo Gomes Torres 8 - Centro,66.148,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Moreno,-8.108706,-35.08354,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,21.332,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Nazaré da Mata,-7.741491,-35.219297,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,49.435,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Olinda,-8.010166,-34.854504,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,6.779,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Orobó,-7.745535,-35.595568,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,69.225,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Orocó,-8.610258,-39.602631,Hospital Regional Inácio de Sá,Salgueiro,-8.058328948519646,-39.11302058865943,(87) 3276-1190,Rua Antonio de Alencar Sampaio 346 - Planalto,81.454,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Ouricuri,-7.879184,-40.079983,Hospital Regional Fernando Bezerra,Ouricuri,-7.88296157295859,-40.08426143368934,(87) 3874-4844,Rua Teobaldo Gomes Torres 8 - Centro,0.63,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Palmares,-8.684226,-35.589032,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,64.444,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Palmeirina,-9.010896,-36.324202,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,93.057,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Panelas,-8.661211,-36.012539,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,46.211,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Paranatama,-8.91875,-36.654905,Hospital e Policlínica Rui de Barros Correia,Arcoverde,-8.422456053716937,-37.05492984556602,(87) 3821-8296,Avenida Agamenon Magalhães s/n - São Miguel,70.364,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Parnamirim,-8.087292,-39.579547,Hospital Regional Inácio de Sá,Salgueiro,-8.058328948519646,-39.11302058865943,(87) 3276-1190,Rua Antonio de Alencar Sampaio 346 - Planalto,51.522,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Passira,-7.997102,-35.581261,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,51.227,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Paudalho,-7.90287,-35.171639,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,34.441,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Paulista,-7.934007,-34.868407,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,13.601,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Pedra,-8.496411,-36.939962,Hospital e Policlínica Rui de Barros Correia,Arcoverde,-8.422456053716937,-37.05492984556602,(87) 3821-8296,Avenida Agamenon Magalhães s/n - São Miguel,15.072,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Pesqueira,-8.357974,-36.697783,Hospital e Policlínica Rui de Barros Correia,Arcoverde,-8.422456053716937,-37.05492984556602,(87) 3821-8296,Avenida Agamenon Magalhães s/n - São Miguel,39.976,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Petrolina,-9.388662,-40.502731,Hospital Universitário de Petrolina (HU-UNIVASF),Petrolina,-9.39235484268768,-40.495606654821415,(87) 2101-6501/6526,Avenida José de Sá Maniçoba s/n - Centro,0.883,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Petrolândia,-9.068627,-38.302664,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,119.434,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Pombos,-8.139816,-35.396732,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,55.779,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Poção,-8.187258,-36.711137,Hospital e Policlínica Rui de Barros Correia,Arcoverde,-8.422456053716937,-37.05492984556602,(87) 3821-8296,Avenida Agamenon Magalhães s/n - São Miguel,45.945,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Primavera,-8.329987,-35.354378,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,58.851,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Quipapá,-8.811752,-36.013665,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,62.817,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Quixaba,-7.707339,-37.84458,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,58.98,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Recife,-8.046658,-34.877065,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,2.439,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Riacho das Almas,-8.137417,-35.864796,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,16.92,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Ribeirão,-8.509568,-35.369824,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,72.429,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Rio Formoso,-8.659196,-35.153212,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,72.656,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Sairé,-8.328638,-35.696737,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,31.887,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Salgadinho,-7.926901,-35.650288,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,50.104,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Salgueiro,-8.073734,-39.12469,Hospital Regional Inácio de Sá,Salgueiro,-8.058328948519646,-39.11302058865943,(87) 3276-1190,Rua Antonio de Alencar Sampaio 346 - Planalto,2.135,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Saloá,-8.972301,-36.691031,Hospital e Policlínica Rui de Barros Correia,Arcoverde,-8.422456053716937,-37.05492984556602,(87) 3821-8296,Avenida Agamenon Magalhães s/n - São Miguel,72.814,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Sanharó,-8.360969,-36.569598,Hospital e Policlínica Rui de Barros Correia,Arcoverde,-8.422456053716937,-37.05492984556602,(87) 3821-8296,Avenida Agamenon Magalhães s/n - São Miguel,53.883,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Santa Cruz,-8.241534,-40.343368,Hospital Regional Fernando Bezerra,Ouricuri,-7.88296157295859,-40.08426143368934,(87) 3874-4844,Rua Teobaldo Gomes Torres 8 - Centro,48.871,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
Santa Cruz da Baixa Verde,-7.81339,-38.14756,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,25.583,Soro Antielapídico (SAE) - coral verdadeira,Serpente (cobra)
